,Team,Player,Games,Kicks,Handballs,Disposals,Contested Possessions,Metres Gained,Marks,Tackles,Hitouts,Fantasy,Goals,Behinds,Score,Year
285,Fremantle,Mikayla Hyde,7,39,12,51,20,754,10,25,0,290,3,1,19,2022.0
286,Fremantle,Mikayla Morrison,4,16,17,33,17,296,8,15,0,165,3,1,19,2022.0
287,Fremantle,Mim Strom,8,25,34,59,30,305,15,32,112,420,0,0,0,2022.0
288,Carlton,Mimi Hill,4,42,43,85,37,1086,11,11,0,284,0,1,1,2022.0
289,St Kilda,Molly McDonald,7,49,16,65,30,1297,7,18,0,279,3,0,18,2022.0
290,Richmond,Monique Conti,8,98,93,191,118,2919,15,50,0,712,2,3,15,2022.0
291,Adelaide,Montana McKinnon,8,34,25,59,37,717,23,13,97,358,0,1,1,2022.0
292,Adelaide,Najwa Allen,8,52,25,77,22,1405,11,11,0,262,0,0,0,2022.0
293,Western Bulldogs,Naomi Ferres,8,60,51,111,46,1322,19,21,0,417,0,1,1,2022.0
294,St Kilda,Nat Exon,3,21,8,29,11,445,3,11,0,138,1,0,6,2022.0
295,Brisbane,Nat Grider,8,72,45,117,53,1312,23,19,0,443,0,0,0,2022.0
296,Carlton,Natalie Plane,8,53,24,77,32,1212,12,10,0,277,0,0,0,2022.0
297,Western Bulldogs,Nell Morris-Dalton,7,30,24,54,29,815,10,19,4,260,5,1,31,2022.0
298,West Coast,Niamh Kelly,7,53,17,70,25,1317,13,10,0,285,2,2,14,2022.0
299,GWS Giants,Nicola Barr,8,56,36,92,28,1299,19,25,0,405,5,1,31,2022.0
300,Carlton,Nicola Stevens,8,40,28,68,29,865,19,20,0,323,2,5,17,2022.0
301,St Kilda,Nicola Xenos,7,20,21,41,22,536,8,24,0,244,6,2,38,2022.0
302,North Melbourne,Nicole Bresnehen,8,40,30,70,21,796,8,24,0,303,0,0,0,2022.0
303,Adelaide,Nikki Gore,5,27,21,48,14,432,10,12,0,199,0,0,0,2022.0
304,Geelong,Nina Morrison,6,36,41,77,41,1094,5,38,0,346,0,2,2,2022.0
305,Geelong,Olivia Barber,2,10,7,17,10,221,4,4,10,80,0,0,0,2022.0
306,Geelong,Olivia Fuller,5,12,26,38,20,277,5,10,51,182,0,0,0,2022.0
307,Melbourne,Olivia Purcell,2,11,18,29,17,336,3,8,0,113,0,0,0,2022.0
308,St Kilda,Olivia Vesely,4,32,22,54,30,785,8,11,0,199,0,0,0,2022.0
309,Brisbane,Orla O'Dwyer,8,80,43,123,55,2771,14,40,0,532,3,2,20,2022.0
310,Carlton,Paige Trudgeon,8,50,33,83,33,1085,22,17,0,345,0,0,0,2022.0
311,West Coast,Parris Laurie,8,29,35,64,39,474,19,13,115,362,0,0,0,2022.0
312,GWS Giants,Pepa Randall,7,48,18,66,18,1460,11,17,0,258,0,0,0,2022.0
313,Geelong,Phoebe McWilliams,8,30,17,47,30,741,19,14,7,304,9,2,56,2022.0
314,Brisbane,Phoebe Monahan,8,57,19,76,33,1325,15,21,0,324,0,0,0,2022.0
315,Richmond,Poppy Kelly,5,8,15,23,14,143,4,4,55,136,0,0,0,2022.0
316,Carlton,Poppy Schaap,1,2,2,4,2,43,0,0,0,7,0,0,0,2022.0
317,Geelong,Rachel Kearns,8,33,11,44,26,833,7,30,0,230,1,2,8,2022.0
318,Adelaide,Rachelle Martin,8,31,46,77,47,694,6,43,0,378,2,2,14,2022.0
319,GWS Giants,Rebecca Beeson,3,22,14,36,17,613,8,6,0,146,1,1,7,2022.0
320,Richmond,Rebecca Miller,8,61,35,96,37,1982,12,12,0,310,0,0,0,2022.0
321,St Kilda,Rebecca Ott,8,21,32,53,23,511,5,6,0,160,0,0,0,2022.0
322,GWS Giants,Rebecca Privitelli,5,16,14,30,11,343,8,8,0,142,2,1,13,2022.0
323,Geelong,Rebecca Webster,8,70,74,144,77,2001,9,53,0,613,2,2,14,2022.0
324,Geelong,Rene Caris,3,6,10,16,11,118,1,6,28,84,0,0,0,2022.0
325,St Kilda,Renee Saulitis,5,19,8,27,14,402,5,5,0,96,0,1,1,2022.0
326,St Kilda,Rhiannon Watt,7,22,37,59,34,246,17,17,52,297,0,0,0,2022.0
327,Western Bulldogs,Richelle Cranston,8,42,23,65,37,1040,13,23,1,310,2,0,12,2022.0
328,St Kilda,Rosie Dillon,4,12,26,38,20,344,4,15,0,158,1,1,7,2022.0
329,Fremantle,Roxanne Roux,5,25,8,33,23,434,11,12,24,219,2,3,15,2022.0
330,Collingwood,Ruby Schleicher,8,79,47,126,39,2121,35,21,0,491,1,0,6,2022.0
331,Brisbane,Ruby Svarc,6,33,13,46,13,872,4,20,0,211,0,4,4,2022.0
332,Collingwood,Sabrina Frederick,6,20,28,48,23,377,12,11,21,223,2,6,18,2022.0
333,Adelaide,Sarah Allan,8,60,34,94,37,1688,17,12,0,352,0,1,1,2022.0
334,Richmond,Sarah D'Arcy,7,45,17,62,24,843,25,13,0,288,1,0,6,2022.0
335,Richmond,Sarah Dargan,2,6,4,10,5,196,2,3,0,55,2,0,12,2022.0
336,Western Bulldogs,Sarah Hartwig,7,27,17,44,27,575,7,13,0,190,1,0,6,2022.0
337,Richmond,Sarah Hosking,8,46,47,93,51,1346,12,39,0,405,0,3,3,2022.0
338,West Coast,Sarah Lakay,6,13,17,30,21,187,4,16,76,215,0,0,0,2022.0
339,Melbourne,Sarah Lampard,6,57,26,83,19,1593,11,22,0,336,0,0,0,2022.0
340,Gold Coast,Sarah Perkins,8,43,10,53,32,1204,16,11,10,293,6,8,44,2022.0
341,Collingwood,Sarah Rowe,8,98,38,136,37,1996,26,18,0,500,1,1,7,2022.0
342,Richmond,Sarah Sansonetti,6,21,15,36,15,467,9,12,0,157,0,0,0,2022.0
343,Fremantle,Sarah Verrier,8,71,18,89,28,1469,27,16,0,396,0,0,0,2022.0
344,North Melbourne,Sarah Wright,6,19,26,45,19,280,14,6,0,162,0,0,0,2022.0
345,Gold Coast,Serene Watson,7,31,29,60,31,536,12,17,0,239,0,0,0,2022.0
346,West Coast,Shanae Davison,3,10,3,13,6,211,4,5,0,68,0,1,1,2022.0
347,Brisbane,Shannon Campbell,7,49,7,56,12,1186,20,8,0,243,0,0,0,2022.0
348,Gold Coast,Shannon Danckert,4,16,10,26,12,313,6,9,0,113,0,0,0,2022.0
349,Brisbane,Sharni Webb,3,3,9,12,6,80,1,2,0,36,0,0,0,2022.0
350,Melbourne,Shelley Heath,7,27,31,58,29,653,6,30,0,271,0,1,1,2022.0
351,Melbourne,Shelley Scott,7,22,22,44,19,459,15,9,0,192,1,2,8,2022.0
352,Melbourne,Sinéad Goldrick,7,37,36,73,43,953,9,20,0,269,0,0,0,2022.0
353,North Melbourne,Sophie Abbatangelo,7,33,29,62,37,646,12,16,0,269,3,6,24,2022.0
354,Collingwood,Sophie Alexander,8,27,20,47,21,745,15,8,2,221,4,4,28,2022.0
355,Collingwood,Sophie Casey,8,32,23,55,29,792,9,14,0,220,0,0,0,2022.0
356,Brisbane,Sophie Conway,7,55,37,92,41,1702,15,28,0,401,6,0,36,2022.0
357,West Coast,Sophie McDonald,4,21,3,24,10,504,6,6,0,111,0,0,0,2022.0
358,Richmond,Sophie Molan,3,12,12,24,7,451,4,8,0,110,1,1,7,2022.0
359,Geelong,Sophie Van De Heuvel,7,31,18,49,20,1027,6,20,0,217,0,1,1,2022.0
360,Collingwood,Stacey Livingstone,8,44,18,62,25,1084,19,8,0,233,0,0,0,2022.0
361,Richmond,Stella Reid,5,8,13,21,13,106,2,7,0,93,1,0,6,2022.0
362,Collingwood,Steph Chiocci,4,23,30,53,19,517,7,12,0,201,1,2,8,2022.0
363,Fremantle,Stephanie Cain,8,73,31,104,45,2087,20,28,0,441,0,0,0,2022.0
364,Adelaide,Stevie-Lee Thompson,6,54,26,80,38,1376,19,15,0,347,2,3,15,2022.0
365,Melbourne,Tahlia Gillard,2,8,4,12,7,190,3,3,0,48,0,0,0,2022.0
366,Brisbane,Tahlia Hickie,8,38,37,75,44,968,14,25,157,475,0,0,0,2022.0
367,St Kilda,Tahlia Meyer,3,12,12,24,10,233,4,13,0,127,0,0,0,2022.0
368,North Melbourne,Tahlia Randall,8,34,12,46,26,852,15,25,7,310,5,8,38,2022.0
369,GWS Giants,Tait Mackrill,5,26,20,46,21,636,10,9,0,191,1,6,12,2022.0
370,GWS Giants,Tanya Hetherington,8,63,15,78,18,1648,19,12,0,315,0,0,0,2022.0
371,Gold Coast,Tara Bohanna,8,50,12,62,30,1274,21,24,6,408,12,5,77,2022.0
372,Collingwood,Tarni Brown,5,16,33,49,25,453,10,15,0,208,0,0,0,2022.0
373,St Kilda,Tarni White,7,61,25,86,46,1385,22,53,0,517,2,3,15,2022.0
374,West Coast,Tayla Bresland,3,12,3,15,6,276,2,7,0,77,0,0,0,2022.0
375,Melbourne,Tayla Harris,8,48,20,68,47,1306,27,10,3,396,15,8,98,2022.0
376,Richmond,Tayla Stahl,7,19,12,31,21,414,7,12,0,154,5,2,32,2022.0
377,Brisbane,Taylor Smith,7,31,17,48,34,602,17,13,19,262,4,2,26,2022.0
378,Adelaide,Teah Charlton,7,47,42,89,39,1063,16,29,0,383,0,2,2,2022.0
379,North Melbourne,Tess Craven,1,3,0,3,0,87,1,0,0,12,0,0,0,2022.0
380,Richmond,Tessa Lavey,6,36,37,73,24,1407,10,10,0,266,3,0,18,2022.0
381,Fremantle,Tiah Toth,7,37,12,49,16,870,14,15,0,235,0,3,3,2022.0
382,St Kilda,Tilly Lucas-Rodd,8,106,50,156,87,2166,16,52,0,676,1,2,8,2022.0
383,Gold Coast,Tori Groves-Little,5,23,4,27,14,605,5,11,0,152,4,5,29,2022.0
384,Melbourne,Tyla Hanks,7,67,53,120,42,1649,20,41,0,533,2,2,14,2022.0
385,Carlton,Vaomua Laloifi,8,49,33,82,41,1015,18,4,0,284,0,0,0,2022.0
386,Gold Coast,Vivien Saad,7,44,25,69,31,884,21,21,0,325,0,0,0,2022.0
387,Gold Coast,Wallis Randell,1,3,3,6,2,33,2,1,0,22,0,0,0,2022.0
388,Geelong,Zali Friswell,7,26,25,51,16,608,8,17,0,229,1,0,6,2022.0
389,Brisbane,Zimmorlei Farquharson,6,30,12,42,23,692,11,16,0,230,5,6,36,2022.0
